Sector,Salary Group,Employment Group,Components,Year,Contents Men,Contents Women,Difference,Difference in procents
Government including social security funds,Workers paid by the hour,Employees,"Median, standardized hourly earnings",2016,170.66,157.27,13.389999999999986,7.85
Government including social security funds,Workers paid by the hour,Employees,"Upper quartile, standardized hourly earnings",2016,202.2,184.23,17.97,8.89
Government including social security funds,Workers paid by the hour,Employees,STANDARDIZED MONTHLY EARNINGS,2016,28757.96,26437.98,2319.9799999999996,8.07
Government including social security funds,Workers paid by the hour,Employees,Number of fulltime employees in the earnings statistics,2016,487.0,440.0,47.0,9.65
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2016,179.34,164.82,14.52000000000001,8.1
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2016,0.13,0.14,-0.010000000000000009,-7.69
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2016,12.14,10.58,1.5600000000000005,12.85
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2016,160.13,148.56,11.569999999999993,7.23
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level","Lower quartile, standardized earnings",2016,145.46,136.91,8.550000000000011,5.88
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level","Median, standardized hourly earnings",2016,170.66,157.21,13.449999999999989,7.88
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2016,202.2,184.06,18.139999999999986,8.97
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2016,28754.1,26425.96,2328.1399999999994,8.1
Government including social security funds,Workers paid by the hour,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2016,487.0,439.0,48.0,9.86
Government including social security funds,Fixed salary-earners,General managers,STANDARDIZED HOURLY EARNINGS,2016,332.79,361.04,-28.25,-8.49
Government including social security funds,Fixed salary-earners,General managers,Fringe benefits in DKK per standard hour,2016,0.46,0.63,-0.16999999999999998,-36.96
Government including social security funds,Fixed salary-earners,General managers,Pension including ATP in DKK per standard hour,2016,41.44,50.23,-8.79,-21.21
Government including social security funds,Fixed salary-earners,General managers,Basic earnings in DKK per standard hour,2016,263.85,292.95,-29.099999999999966,-11.03
Government including social security funds,Fixed salary-earners,General managers,"Lower quartile, standardized earnings",2016,251.23,272.93,-21.700000000000017,-8.64
Government including social security funds,Fixed salary-earners,General managers,"Median, standardized hourly earnings",2016,308.78,350.17,-41.39000000000004,-13.4
Government including social security funds,Fixed salary-earners,General managers,"Upper quartile, standardized hourly earnings",2016,392.51,429.63,-37.120000000000005,-9.46
Government including social security funds,Fixed salary-earners,General managers,STANDARDIZED MONTHLY EARNINGS,2016,53355.57,57885.76,-4530.190000000002,-8.49
Government including social security funds,Fixed salary-earners,General managers,Number of fulltime employees in the earnings statistics,2016,12341.0,4289.0,8052.0,65.25
Government including social security funds,Fixed salary-earners,Employees,STANDARDIZED HOURLY EARNINGS,2016,271.87,258.4,13.470000000000027,4.95
Government including social security funds,Fixed salary-earners,Employees,Fringe benefits in DKK per standard hour,2016,0.26,0.23,0.03,11.54
Government including social security funds,Fixed salary-earners,Employees,Pension including ATP in DKK per standard hour,2016,35.67,36.09,-0.4200000000000017,-1.18
Government including social security funds,Fixed salary-earners,Employees,Basic earnings in DKK per standard hour,2016,223.84,216.37,7.469999999999999,3.34
Government including social security funds,Fixed salary-earners,Employees,"Lower quartile, standardized earnings",2016,217.62,209.42,8.200000000000017,3.77
Government including social security funds,Fixed salary-earners,Employees,"Median, standardized hourly earnings",2016,257.84,248.01,9.829999999999984,3.81
Government including social security funds,Fixed salary-earners,Employees,"Upper quartile, standardized hourly earnings",2016,309.03,295.29,13.739999999999952,4.45
Government including social security funds,Fixed salary-earners,Employees,STANDARDIZED MONTHLY EARNINGS,2016,43588.21,41429.91,2158.2999999999956,4.95
Government including social security funds,Fixed salary-earners,Employees,Number of fulltime employees in the earnings statistics,2016,82278.0,70019.0,12259.0,14.9
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2016,261.09,251.53,9.559999999999974,3.66
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2016,0.23,0.21,0.020000000000000018,8.7
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2016,34.65,35.14,-0.490000000000002,-1.41
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2016,216.76,211.24,5.519999999999982,2.55
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level","Lower quartile, standardized earnings",2016,214.38,207.9,6.47999999999999,3.02
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level","Median, standardized hourly earnings",2016,252.6,244.47,8.129999999999995,3.22
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2016,299.16,289.26,9.900000000000034,3.31
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2016,41861.22,40327.4,1533.8199999999997,3.66
Government including social security funds,Fixed salary-earners,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2016,69937.0,65730.0,4207.0,6.02
Municipal and regional government total,All forms of pay,General managers,STANDARDIZED HOURLY EARNINGS,2016,417.44,338.07,79.37,19.01
Municipal and regional government total,All forms of pay,General managers,Fringe benefits in DKK per standard hour,2016,0.48,0.37,0.10999999999999999,22.92
Municipal and regional government total,All forms of pay,General managers,Pension including ATP in DKK per standard hour,2016,63.37,50.49,12.879999999999995,20.33
Municipal and regional government total,All forms of pay,General managers,Basic earnings in DKK per standard hour,2016,333.66,278.78,54.88000000000005,16.45
Municipal and regional government total,All forms of pay,General managers,"Lower quartile, standardized earnings",2016,301.74,266.03,35.710000000000036,11.83
Municipal and regional government total,All forms of pay,General managers,"Median, standardized hourly earnings",2016,380.79,302.24,78.55000000000001,20.63
Municipal and regional government total,All forms of pay,General managers,"Upper quartile, standardized hourly earnings",2016,521.77,372.71,149.06,28.57
Municipal and regional government total,All forms of pay,General managers,STANDARDIZED MONTHLY EARNINGS,2016,66927.99,54202.87,12725.120000000003,19.01
Municipal and regional government total,All forms of pay,General managers,Number of fulltime employees in the earnings statistics,2016,12494.0,21172.0,-8678.0,-69.46
Municipal and regional government total,All forms of pay,Employees,STANDARDIZED HOURLY EARNINGS,2016,256.27,228.72,27.549999999999983,10.75
Municipal and regional government total,All forms of pay,Employees,Fringe benefits in DKK per standard hour,2016,0.15,0.06,0.09,60.0
Municipal and regional government total,All forms of pay,Employees,Pension including ATP in DKK per standard hour,2016,34.68,29.78,4.899999999999999,14.13
Municipal and regional government total,All forms of pay,Employees,Basic earnings in DKK per standard hour,2016,211.5,189.72,21.78,10.3
Municipal and regional government total,All forms of pay,Employees,"Lower quartile, standardized earnings",2016,198.48,192.44,6.039999999999992,3.04
Municipal and regional government total,All forms of pay,Employees,"Median, standardized hourly earnings",2016,233.6,221.31,12.289999999999992,5.26
Municipal and regional government total,All forms of pay,Employees,"Upper quartile, standardized hourly earnings",2016,280.33,251.87,28.45999999999998,10.15
Municipal and regional government total,All forms of pay,Employees,STANDARDIZED MONTHLY EARNINGS,2016,41087.06,36671.12,4415.939999999995,10.75
Municipal and regional government total,All forms of pay,Employees,Number of fulltime employees in the earnings statistics,2016,107645.0,364980.0,-257335.0,-239.06
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2016,234.37,221.62,12.75,5.44
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2016,0.1,0.04,0.060000000000000005,60.0
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2016,30.78,28.44,2.34,7.6
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2016,194.91,183.94,10.969999999999999,5.63
Municipal and regional government total,All forms of pay,"Employees, non-managerial level","Lower quartile, standardized earnings",2016,194.17,190.5,3.6699999999999875,1.89
Municipal and regional government total,All forms of pay,"Employees, non-managerial level","Median, standardized hourly earnings",2016,226.16,218.46,7.699999999999989,3.4
Municipal and regional government total,All forms of pay,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2016,265.82,245.11,20.70999999999998,7.79
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2016,37577.18,35532.78,2044.4000000000015,5.44
Municipal and regional government total,All forms of pay,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2016,95150.0,343808.0,-248658.0,-261.33
Municipal and regional government total,Workers paid by the hour,General managers,STANDARDIZED HOURLY EARNINGS,2016,,,,
Municipal and regional government total,Workers paid by the hour,General managers,Fringe benefits in DKK per standard hour,2016,,,,
Municipal and regional government total,Workers paid by the hour,General managers,Pension including ATP in DKK per standard hour,2016,,,,
Municipal and regional government total,Workers paid by the hour,General managers,Basic earnings in DKK per standard hour,2016,,,,
Municipal and regional government total,Workers paid by the hour,General managers,"Lower quartile, standardized earnings",2016,,,,
Municipal and regional government total,Workers paid by the hour,General managers,"Median, standardized hourly earnings",2016,,,,
Municipal and regional government total,Workers paid by the hour,General managers,"Upper quartile, standardized hourly earnings",2016,,,,
Municipal and regional government total,Workers paid by the hour,General managers,STANDARDIZED MONTHLY EARNINGS,2016,,,,
Municipal and regional government total,Workers paid by the hour,General managers,Number of fulltime employees in the earnings statistics,2016,6.0,6.0,0.0,0.0
Municipal and regional government total,Workers paid by the hour,Employees,STANDARDIZED HOURLY EARNINGS,2016,190.15,186.87,3.280000000000001,1.72
Municipal and regional government total,Workers paid by the hour,Employees,Fringe benefits in DKK per standard hour,2016,0.0,0.0,0.0,
Municipal and regional government total,Workers paid by the hour,Employees,Pension including ATP in DKK per standard hour,2016,9.13,10.48,-1.3499999999999996,-14.79
Municipal and regional government total,Workers paid by the hour,Employees,Basic earnings in DKK per standard hour,2016,161.48,152.66,8.819999999999993,5.46
Municipal and regional government total,Workers paid by the hour,Employees,"Lower quartile, standardized earnings",2016,157.47,153.72,3.75,2.38
Municipal and regional government total,Workers paid by the hour,Employees,"Median, standardized hourly earnings",2016,184.14,178.78,5.359999999999985,2.91
Municipal and regional government total,Workers paid by the hour,Employees,"Upper quartile, standardized hourly earnings",2016,217.93,213.59,4.340000000000003,1.99
Municipal and regional government total,Workers paid by the hour,Employees,STANDARDIZED MONTHLY EARNINGS,2016,30486.38,29960.96,525.4200000000019,1.72
Municipal and regional government total,Workers paid by the hour,Employees,Number of fulltime employees in the earnings statistics,2016,2872.0,7187.0,-4315.0,-150.24
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2016,189.71,186.82,2.890000000000015,1.52
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2016,0.0,0.0,0.0,
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2016,9.09,10.47,-1.3800000000000008,-15.18
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2016,161.1,152.62,8.47999999999999,5.26
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level","Lower quartile, standardized earnings",2016,157.4,153.71,3.6899999999999977,2.34
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level","Median, standardized hourly earnings",2016,184.08,178.76,5.320000000000022,2.89
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2016,217.9,213.57,4.3300000000000125,1.99
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2016,30416.68,29952.19,464.4900000000016,1.53
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2016,2866.0,7180.0,-4314.0,-150.52
Municipal and regional government total,Fixed salary-earners,General managers,STANDARDIZED HOURLY EARNINGS,2016,417.45,338.1,79.34999999999997,19.01
Municipal and regional government total,Fixed salary-earners,General managers,Fringe benefits in DKK per standard hour,2016,0.48,0.37,0.10999999999999999,22.92
Municipal and regional government total,Fixed salary-earners,General managers,Pension including ATP in DKK per standard hour,2016,63.39,50.49,12.899999999999999,20.35
Municipal and regional government total,Fixed salary-earners,General managers,Basic earnings in DKK per standard hour,2016,333.65,278.8,54.849999999999966,16.44
Municipal and regional government total,Fixed salary-earners,General managers,"Lower quartile, standardized earnings",2016,301.74,266.08,35.660000000000025,11.82
Municipal and regional government total,Fixed salary-earners,General managers,"Median, standardized hourly earnings",2016,380.79,302.25,78.54000000000002,20.63
Municipal and regional government total,Fixed salary-earners,General managers,"Upper quartile, standardized hourly earnings",2016,521.77,372.71,149.06,28.57
Municipal and regional government total,Fixed salary-earners,General managers,STANDARDIZED MONTHLY EARNINGS,2016,66929.21,54207.39,12721.820000000007,19.01
Municipal and regional government total,Fixed salary-earners,General managers,Number of fulltime employees in the earnings statistics,2016,12489.0,21165.0,-8676.0,-69.47
Municipal and regional government total,Fixed salary-earners,Employees,STANDARDIZED HOURLY EARNINGS,2016,258.41,229.75,28.660000000000025,11.09
Municipal and regional government total,Fixed salary-earners,Employees,Fringe benefits in DKK per standard hour,2016,0.15,0.06,0.09,60.0
Municipal and regional government total,Fixed salary-earners,Employees,Pension including ATP in DKK per standard hour,2016,35.51,30.26,5.2499999999999964,14.78
Municipal and regional government total,Fixed salary-earners,Employees,Basic earnings in DKK per standard hour,2016,213.12,190.63,22.49000000000001,10.55
Municipal and regional government total,Fixed salary-earners,Employees,"Lower quartile, standardized earnings",2016,200.15,193.61,6.539999999999992,3.27
Municipal and regional government total,Fixed salary-earners,Employees,"Median, standardized hourly earnings",2016,235.27,222.06,13.210000000000008,5.61
Municipal and regional government total,Fixed salary-earners,Employees,"Upper quartile, standardized hourly earnings",2016,282.0,252.68,29.319999999999993,10.4
Municipal and regional government total,Fixed salary-earners,Employees,STANDARDIZED MONTHLY EARNINGS,2016,41430.16,36835.08,4595.080000000002,11.09
Municipal and regional government total,Fixed salary-earners,Employees,Number of fulltime employees in the earnings statistics,2016,104773.0,357793.0,-253020.0,-241.49
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2016,236.02,222.53,13.490000000000009,5.72
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2016,0.1,0.04,0.060000000000000005,60.0
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2016,31.58,28.91,2.669999999999998,8.45
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2016,196.15,184.75,11.400000000000006,5.81
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level","Lower quartile, standardized earnings",2016,195.72,191.64,4.0800000000000125,2.08
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level","Median, standardized hourly earnings",2016,227.66,219.16,8.5,3.73
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2016,266.98,245.7,21.28000000000003,7.97
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2016,37841.02,35678.1,2162.9199999999983,5.72
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2016,92284.0,336628.0,-244344.0,-264.77
Regional government,All forms of pay,General managers,STANDARDIZED HOURLY EARNINGS,2016,532.81,402.96,129.84999999999997,24.37
Regional government,All forms of pay,General managers,Fringe benefits in DKK per standard hour,2016,0.3,0.29,0.010000000000000009,3.33
Regional government,All forms of pay,General managers,Pension including ATP in DKK per standard hour,2016,83.14,61.69,21.450000000000003,25.8
Regional government,All forms of pay,General managers,Basic earnings in DKK per standard hour,2016,405.82,321.86,83.95999999999998,20.69
Regional government,All forms of pay,General managers,"Lower quartile, standardized earnings",2016,485.72,282.35,203.37,41.87
Regional government,All forms of pay,General managers,"Median, standardized hourly earnings",2016,537.98,346.65,191.33000000000004,35.56
Regional government,All forms of pay,General managers,"Upper quartile, standardized hourly earnings",2016,600.58,520.56,80.0200000000001,13.32
Regional government,All forms of pay,General managers,STANDARDIZED MONTHLY EARNINGS,2016,85424.97,64605.92,20819.050000000003,24.37
Regional government,All forms of pay,General managers,Number of fulltime employees in the earnings statistics,2016,4664.0,6474.0,-1810.0,-38.81
Regional government,All forms of pay,Employees,STANDARDIZED HOURLY EARNINGS,2016,317.34,248.19,69.14999999999998,21.79
Regional government,All forms of pay,Employees,Fringe benefits in DKK per standard hour,2016,0.16,0.07,0.09,56.25
Regional government,All forms of pay,Employees,Pension including ATP in DKK per standard hour,2016,44.66,32.25,12.409999999999997,27.79
Regional government,All forms of pay,Employees,Basic earnings in DKK per standard hour,2016,249.03,200.29,48.74000000000001,19.57
Regional government,All forms of pay,Employees,"Lower quartile, standardized earnings",2016,210.86,203.14,7.720000000000027,3.66
Regional government,All forms of pay,Employees,"Median, standardized hourly earnings",2016,264.2,230.7,33.5,12.68
Regional government,All forms of pay,Employees,"Upper quartile, standardized hourly earnings",2016,381.24,265.53,115.71000000000004,30.35
Regional government,All forms of pay,Employees,STANDARDIZED MONTHLY EARNINGS,2016,50879.89,39792.22,11087.669999999998,21.79
Regional government,All forms of pay,Employees,Number of fulltime employees in the earnings statistics,2016,23932.0,87201.0,-63269.0,-264.37
Regional government,All forms of pay,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2016,263.03,235.0,28.029999999999973,10.66
Regional government,All forms of pay,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2016,0.13,0.05,0.08,61.54
Regional government,All forms of pay,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2016,34.96,29.74,5.220000000000002,14.93
Regional government,All forms of pay,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2016,209.51,189.93,19.579999999999984,9.35
Regional government,All forms of pay,"Employees, non-managerial level","Lower quartile, standardized earnings",2016,201.86,200.64,1.2200000000000273,0.6
Regional government,All forms of pay,"Employees, non-managerial level","Median, standardized hourly earnings",2016,239.61,226.9,12.710000000000008,5.3
Regional government,All forms of pay,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2016,301.36,255.58,45.78,15.19
Regional government,All forms of pay,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2016,42172.07,37677.72,4494.3499999999985,10.66
Regional government,All forms of pay,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2016,19268.0,80727.0,-61459.0,-318.97
Regional government,Workers paid by the hour,General managers,STANDARDIZED HOURLY EARNINGS,2016,,,,
Regional government,Workers paid by the hour,General managers,Fringe benefits in DKK per standard hour,2016,,,,
Regional government,Workers paid by the hour,General managers,Pension including ATP in DKK per standard hour,2016,,,,
Regional government,Workers paid by the hour,General managers,Basic earnings in DKK per standard hour,2016,,,,
Regional government,Workers paid by the hour,General managers,"Lower quartile, standardized earnings",2016,,,,
Regional government,Workers paid by the hour,General managers,"Median, standardized hourly earnings",2016,,,,
Regional government,Workers paid by the hour,General managers,"Upper quartile, standardized hourly earnings",2016,,,,
Regional government,Workers paid by the hour,General managers,STANDARDIZED MONTHLY EARNINGS,2016,,,,
Regional government,Workers paid by the hour,General managers,Number of fulltime employees in the earnings statistics,2016,3.0,2.0,1.0,33.33
Regional government,Workers paid by the hour,Employees,STANDARDIZED HOURLY EARNINGS,2016,210.76,224.37,-13.610000000000014,-6.46
Regional government,Workers paid by the hour,Employees,Fringe benefits in DKK per standard hour,2016,0.0,0.0,0.0,
Regional government,Workers paid by the hour,Employees,Pension including ATP in DKK per standard hour,2016,13.6,16.36,-2.76,-20.29
Regional government,Workers paid by the hour,Employees,Basic earnings in DKK per standard hour,2016,164.41,167.03,-2.6200000000000045,-1.59
Regional government,Workers paid by the hour,Employees,"Lower quartile, standardized earnings",2016,166.34,175.37,-9.030000000000001,-5.43
Regional government,Workers paid by the hour,Employees,"Median, standardized hourly earnings",2016,194.58,218.75,-24.169999999999987,-12.42
Regional government,Workers paid by the hour,Employees,"Upper quartile, standardized hourly earnings",2016,244.33,265.56,-21.22999999999999,-8.69
Regional government,Workers paid by the hour,Employees,STANDARDIZED MONTHLY EARNINGS,2016,33790.82,35972.79,-2181.970000000001,-6.46
Regional government,Workers paid by the hour,Employees,Number of fulltime employees in the earnings statistics,2016,350.0,920.0,-570.0,-162.86
Regional government,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2016,208.07,224.14,-16.069999999999993,-7.72
Regional government,Workers paid by the hour,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2016,0.0,0.0,0.0,
Regional government,Workers paid by the hour,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2016,13.48,16.32,-2.84,-21.07
Regional government,Workers paid by the hour,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2016,161.92,166.81,-4.890000000000015,-3.02
Regional government,Workers paid by the hour,"Employees, non-managerial level","Lower quartile, standardized earnings",2016,166.21,175.33,-9.120000000000005,-5.49
Regional government,Workers paid by the hour,"Employees, non-managerial level","Median, standardized hourly earnings",2016,193.2,218.66,-25.460000000000008,-13.18
Regional government,Workers paid by the hour,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2016,243.88,265.55,-21.670000000000016,-8.89
Regional government,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2016,33360.61,35937.09,-2576.479999999996,-7.72
Regional government,Workers paid by the hour,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2016,347.0,918.0,-571.0,-164.55
Regional government,Fixed salary-earners,General managers,STANDARDIZED HOURLY EARNINGS,2016,532.83,402.98,129.85000000000002,24.37
Regional government,Fixed salary-earners,General managers,Fringe benefits in DKK per standard hour,2016,0.3,0.29,0.010000000000000009,3.33
Regional government,Fixed salary-earners,General managers,Pension including ATP in DKK per standard hour,2016,83.19,61.7,21.489999999999995,25.83
Regional government,Fixed salary-earners,General managers,Basic earnings in DKK per standard hour,2016,405.8,321.87,83.93,20.68
Regional government,Fixed salary-earners,General managers,"Lower quartile, standardized earnings",2016,485.72,282.36,203.36,41.87
Regional government,Fixed salary-earners,General managers,"Median, standardized hourly earnings",2016,537.98,347.28,190.70000000000005,35.45
Regional government,Fixed salary-earners,General managers,"Upper quartile, standardized hourly earnings",2016,600.58,520.56,80.0200000000001,13.32
Regional government,Fixed salary-earners,General managers,STANDARDIZED MONTHLY EARNINGS,2016,85429.26,64610.07,20819.189999999995,24.37
Regional government,Fixed salary-earners,General managers,Number of fulltime employees in the earnings statistics,2016,4661.0,6472.0,-1811.0,-38.85
Regional government,Fixed salary-earners,Employees,STANDARDIZED HOURLY EARNINGS,2016,319.25,248.51,70.74000000000001,22.16
Regional government,Fixed salary-earners,Employees,Fringe benefits in DKK per standard hour,2016,0.16,0.07,0.09,56.25
Regional government,Fixed salary-earners,Employees,Pension including ATP in DKK per standard hour,2016,45.22,32.46,12.759999999999998,28.22
Regional government,Fixed salary-earners,Employees,Basic earnings in DKK per standard hour,2016,250.55,200.73,49.82000000000002,19.88
Regional government,Fixed salary-earners,Employees,"Lower quartile, standardized earnings",2016,212.12,203.42,8.700000000000017,4.1
Regional government,Fixed salary-earners,Employees,"Median, standardized hourly earnings",2016,265.8,230.78,35.02000000000001,13.18
Regional government,Fixed salary-earners,Employees,"Upper quartile, standardized hourly earnings",2016,386.49,265.53,120.96000000000004,31.3
Regional government,Fixed salary-earners,Employees,STANDARDIZED MONTHLY EARNINGS,2016,51185.97,39842.95,11343.020000000004,22.16
Regional government,Fixed salary-earners,Employees,Number of fulltime employees in the earnings statistics,2016,23582.0,86281.0,-62699.0,-265.88
Regional government,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2016,264.26,235.16,29.099999999999994,11.01
Regional government,Fixed salary-earners,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2016,0.13,0.05,0.08,61.54
Regional government,Fixed salary-earners,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2016,35.44,29.93,5.509999999999998,15.55
Regional government,Fixed salary-earners,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2016,210.57,190.26,20.310000000000002,9.65
Regional government,Fixed salary-earners,"Employees, non-managerial level","Lower quartile, standardized earnings",2016,202.78,200.89,1.8900000000000148,0.93
Regional government,Fixed salary-earners,"Employees, non-managerial level","Median, standardized hourly earnings",2016,240.6,226.96,13.639999999999986,5.67
Regional government,Fixed salary-earners,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2016,302.85,255.47,47.380000000000024,15.64
Regional government,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2016,42368.7,37702.78,4665.919999999998,11.01
Regional government,Fixed salary-earners,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2016,18921.0,79809.0,-60888.0,-321.8
Municipal government,All forms of pay,General managers,STANDARDIZED HOURLY EARNINGS,2016,348.0,309.25,38.75,11.14
Municipal government,All forms of pay,General managers,Fringe benefits in DKK per standard hour,2016,0.59,0.41,0.18,30.51
Municipal government,All forms of pay,General managers,Pension including ATP in DKK per standard hour,2016,51.47,45.51,5.960000000000001,11.58
Municipal government,All forms of pay,General managers,Basic earnings in DKK per standard hour,2016,290.23,259.64,30.590000000000032,10.54
Municipal government,All forms of pay,General managers,"Lower quartile, standardized earnings",2016,278.95,260.01,18.939999999999998,6.79
Municipal government,All forms of pay,General managers,"Median, standardized hourly earnings",2016,327.35,293.17,34.18000000000001,10.44
Municipal government,All forms of pay,General managers,"Upper quartile, standardized hourly earnings",2016,387.37,337.95,49.420000000000016,12.76
Municipal government,All forms of pay,General managers,STANDARDIZED MONTHLY EARNINGS,2016,55795.45,49581.29,6214.159999999996,11.14
Municipal government,All forms of pay,General managers,Number of fulltime employees in the earnings statistics,2016,7830.0,14698.0,-6868.0,-87.71
Municipal government,All forms of pay,Employees,STANDARDIZED HOURLY EARNINGS,2016,238.72,222.61,16.109999999999985,6.75
Municipal government,All forms of pay,Employees,Fringe benefits in DKK per standard hour,2016,0.14,0.05,0.09000000000000001,64.29
Municipal government,All forms of pay,Employees,Pension including ATP in DKK per standard hour,2016,31.81,29.01,2.799999999999997,8.8
Municipal government,All forms of pay,Employees,Basic earnings in DKK per standard hour,2016,200.72,186.41,14.310000000000002,7.13
Municipal government,All forms of pay,Employees,"Lower quartile, standardized earnings",2016,195.73,189.17,6.560000000000002,3.35
Municipal government,All forms of pay,Employees,"Median, standardized hourly earnings",2016,229.01,218.58,10.429999999999978,4.55
Municipal government,All forms of pay,Employees,"Upper quartile, standardized hourly earnings",2016,269.7,247.26,22.439999999999998,8.32
Municipal government,All forms of pay,Employees,STANDARDIZED MONTHLY EARNINGS,2016,38273.65,35691.76,2581.8899999999994,6.75
Municipal government,All forms of pay,Employees,Number of fulltime employees in the earnings statistics,2016,83713.0,277778.0,-194065.0,-231.82
Municipal government,All forms of pay,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2016,227.1,217.53,9.569999999999993,4.21
Municipal government,All forms of pay,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2016,0.09,0.03,0.06,66.67
Municipal government,All forms of pay,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2016,29.72,28.04,1.6799999999999997,5.65
Municipal government,All forms of pay,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2016,191.2,182.11,9.089999999999975,4.75
