Sector,Salary Group,Employment Group,Components,Year,Contents Men,Contents Women,Difference,Difference in procents
Municipal and regional government total,Workers paid by the hour,General managers,STANDARDIZED HOURLY EARNINGS,2014,,,,
Municipal and regional government total,Workers paid by the hour,General managers,Fringe benefits in DKK per standard hour,2014,,,,
Municipal and regional government total,Workers paid by the hour,General managers,Pension including ATP in DKK per standard hour,2014,,,,
Municipal and regional government total,Workers paid by the hour,General managers,Basic earnings in DKK per standard hour,2014,,,,
Municipal and regional government total,Workers paid by the hour,General managers,"Lower quartile, standardized earnings",2014,,,,
Municipal and regional government total,Workers paid by the hour,General managers,"Median, standardized hourly earnings",2014,,,,
Municipal and regional government total,Workers paid by the hour,General managers,"Upper quartile, standardized hourly earnings",2014,,,,
Municipal and regional government total,Workers paid by the hour,General managers,STANDARDIZED MONTHLY EARNINGS,2014,,,,
Municipal and regional government total,Workers paid by the hour,General managers,Number of fulltime employees in the earnings statistics,2014,7.0,4.0,3.0,42.86
Municipal and regional government total,Workers paid by the hour,Employees,STANDARDIZED HOURLY EARNINGS,2014,182.35,181.02,1.329999999999984,0.73
Municipal and regional government total,Workers paid by the hour,Employees,Fringe benefits in DKK per standard hour,2014,0.0,0.0,0.0,
Municipal and regional government total,Workers paid by the hour,Employees,Pension including ATP in DKK per standard hour,2014,7.92,9.51,-1.5899999999999999,-20.08
Municipal and regional government total,Workers paid by the hour,Employees,Basic earnings in DKK per standard hour,2014,154.08,148.0,6.0800000000000125,3.95
Municipal and regional government total,Workers paid by the hour,Employees,"Lower quartile, standardized earnings",2014,151.07,149.19,1.8799999999999955,1.24
Municipal and regional government total,Workers paid by the hour,Employees,"Median, standardized hourly earnings",2014,175.7,173.86,1.839999999999975,1.05
Municipal and regional government total,Workers paid by the hour,Employees,"Upper quartile, standardized hourly earnings",2014,208.25,205.05,3.1999999999999886,1.54
Municipal and regional government total,Workers paid by the hour,Employees,STANDARDIZED MONTHLY EARNINGS,2014,29236.32,29022.41,213.90999999999985,0.73
Municipal and regional government total,Workers paid by the hour,Employees,Number of fulltime employees in the earnings statistics,2014,2709.0,6931.0,-4222.0,-155.85
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2014,181.91,180.98,0.9300000000000068,0.51
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2014,0.0,0.0,0.0,
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2014,7.89,9.51,-1.62,-20.53
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2014,153.7,147.96,5.739999999999981,3.73
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level","Lower quartile, standardized earnings",2014,151.04,149.19,1.8499999999999943,1.22
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level","Median, standardized hourly earnings",2014,175.58,173.86,1.7199999999999989,0.98
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2014,208.19,205.04,3.1500000000000057,1.51
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2014,29166.12,29016.41,149.70999999999913,0.51
Municipal and regional government total,Workers paid by the hour,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2014,2702.0,6927.0,-4225.0,-156.37
Municipal and regional government total,Fixed salary-earners,General managers,STANDARDIZED HOURLY EARNINGS,2014,406.7,322.05,84.64999999999998,20.81
Municipal and regional government total,Fixed salary-earners,General managers,Fringe benefits in DKK per standard hour,2014,0.46,0.35,0.11000000000000004,23.91
Municipal and regional government total,Fixed salary-earners,General managers,Pension including ATP in DKK per standard hour,2014,60.53,46.78,13.75,22.72
Municipal and regional government total,Fixed salary-earners,General managers,Basic earnings in DKK per standard hour,2014,325.46,266.86,58.599999999999966,18.01
Municipal and regional government total,Fixed salary-earners,General managers,"Lower quartile, standardized earnings",2014,292.17,252.0,40.170000000000016,13.75
Municipal and regional government total,Fixed salary-earners,General managers,"Median, standardized hourly earnings",2014,375.5,285.74,89.75999999999999,23.9
Municipal and regional government total,Fixed salary-earners,General managers,"Upper quartile, standardized hourly earnings",2014,510.56,355.96,154.60000000000002,30.28
Municipal and regional government total,Fixed salary-earners,General managers,STANDARDIZED MONTHLY EARNINGS,2014,65205.78,51634.28,13571.5,20.81
Municipal and regional government total,Fixed salary-earners,General managers,Number of fulltime employees in the earnings statistics,2014,12657.0,20631.0,-7974.0,-63.0
Municipal and regional government total,Fixed salary-earners,Employees,STANDARDIZED HOURLY EARNINGS,2014,251.96,221.83,30.129999999999995,11.96
Municipal and regional government total,Fixed salary-earners,Employees,Fringe benefits in DKK per standard hour,2014,0.15,0.06,0.09,60.0
Municipal and regional government total,Fixed salary-earners,Employees,Pension including ATP in DKK per standard hour,2014,34.01,28.67,5.339999999999996,15.7
Municipal and regional government total,Fixed salary-earners,Employees,Basic earnings in DKK per standard hour,2014,208.06,184.38,23.680000000000007,11.38
Municipal and regional government total,Fixed salary-earners,Employees,"Lower quartile, standardized earnings",2014,194.71,186.91,7.800000000000011,4.01
Municipal and regional government total,Fixed salary-earners,Employees,"Median, standardized hourly earnings",2014,229.47,214.51,14.960000000000008,6.52
Municipal and regional government total,Fixed salary-earners,Employees,"Upper quartile, standardized hourly earnings",2014,276.26,243.98,32.28,11.68
Municipal and regional government total,Fixed salary-earners,Employees,STANDARDIZED MONTHLY EARNINGS,2014,40397.36,35566.06,4831.300000000003,11.96
Municipal and regional government total,Fixed salary-earners,Employees,Number of fulltime employees in the earnings statistics,2014,103874.0,353222.0,-249348.0,-240.05
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2014,229.62,215.25,14.370000000000005,6.26
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2014,0.11,0.04,0.07,63.64
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2014,30.19,27.48,2.710000000000001,8.98
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2014,191.11,178.96,12.150000000000006,6.36
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level","Lower quartile, standardized earnings",2014,190.23,185.15,5.079999999999984,2.67
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level","Median, standardized hourly earnings",2014,221.87,211.79,10.080000000000013,4.54
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2014,259.24,237.91,21.330000000000013,8.23
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2014,36815.76,34510.57,2305.1900000000023,6.26
Municipal and regional government total,Fixed salary-earners,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2014,91217.0,332592.0,-241375.0,-264.62
Regional government,All forms of pay,General managers,STANDARDIZED HOURLY EARNINGS,2014,520.09,385.19,134.90000000000003,25.94
Regional government,All forms of pay,General managers,Fringe benefits in DKK per standard hour,2014,0.3,0.29,0.010000000000000009,3.33
Regional government,All forms of pay,General managers,Pension including ATP in DKK per standard hour,2014,79.57,57.52,22.04999999999999,27.71
Regional government,All forms of pay,General managers,Basic earnings in DKK per standard hour,2014,397.72,309.67,88.05000000000001,22.14
Regional government,All forms of pay,General managers,"Lower quartile, standardized earnings",2014,473.4,269.25,204.14999999999998,43.12
Regional government,All forms of pay,General managers,"Median, standardized hourly earnings",2014,524.9,321.41,203.48999999999995,38.77
Regional government,All forms of pay,General managers,"Upper quartile, standardized hourly earnings",2014,588.04,502.5,85.53999999999996,14.55
Regional government,All forms of pay,General managers,STANDARDIZED MONTHLY EARNINGS,2014,83385.29,61756.79,21628.499999999993,25.94
Regional government,All forms of pay,General managers,Number of fulltime employees in the earnings statistics,2014,4765.0,6319.0,-1554.0,-32.61
Regional government,All forms of pay,Employees,STANDARDIZED HOURLY EARNINGS,2014,309.64,238.3,71.33999999999997,23.04
Regional government,All forms of pay,Employees,Fringe benefits in DKK per standard hour,2014,0.16,0.07,0.09,56.25
Regional government,All forms of pay,Employees,Pension including ATP in DKK per standard hour,2014,42.8,30.28,12.519999999999996,29.25
Regional government,All forms of pay,Employees,Basic earnings in DKK per standard hour,2014,243.15,192.37,50.78,20.88
Regional government,All forms of pay,Employees,"Lower quartile, standardized earnings",2014,205.0,195.56,9.439999999999998,4.6
Regional government,All forms of pay,Employees,"Median, standardized hourly earnings",2014,256.94,222.56,34.379999999999995,13.38
Regional government,All forms of pay,Employees,"Upper quartile, standardized hourly earnings",2014,375.75,255.2,120.55000000000001,32.08
Regional government,All forms of pay,Employees,STANDARDIZED MONTHLY EARNINGS,2014,49644.96,38206.06,11438.900000000001,23.04
Regional government,All forms of pay,Employees,Number of fulltime employees in the earnings statistics,2014,23446.0,86897.0,-63451.0,-270.63
Regional government,All forms of pay,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2014,253.85,226.18,27.669999999999987,10.9
Regional government,All forms of pay,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2014,0.12,0.05,0.06999999999999999,58.33
Regional government,All forms of pay,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2014,33.05,28.04,5.009999999999998,15.16
Regional government,All forms of pay,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2014,202.17,182.69,19.47999999999999,9.64
Regional government,All forms of pay,"Employees, non-managerial level","Lower quartile, standardized earnings",2014,196.14,193.38,2.759999999999991,1.41
Regional government,All forms of pay,"Employees, non-managerial level","Median, standardized hourly earnings",2014,232.51,218.87,13.639999999999986,5.87
Regional government,All forms of pay,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2014,292.41,246.56,45.85000000000002,15.68
Regional government,All forms of pay,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2014,40700.03,36262.89,4437.139999999999,10.9
Regional government,All forms of pay,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2014,18681.0,80578.0,-61897.0,-331.34
Regional government,Workers paid by the hour,General managers,STANDARDIZED HOURLY EARNINGS,2014,,,,
Regional government,Workers paid by the hour,General managers,Fringe benefits in DKK per standard hour,2014,,,,
Regional government,Workers paid by the hour,General managers,Pension including ATP in DKK per standard hour,2014,,,,
Regional government,Workers paid by the hour,General managers,Basic earnings in DKK per standard hour,2014,,,,
Regional government,Workers paid by the hour,General managers,"Lower quartile, standardized earnings",2014,,,,
Regional government,Workers paid by the hour,General managers,"Median, standardized hourly earnings",2014,,,,
Regional government,Workers paid by the hour,General managers,"Upper quartile, standardized hourly earnings",2014,,,,
Regional government,Workers paid by the hour,General managers,STANDARDIZED MONTHLY EARNINGS,2014,,,,
Regional government,Workers paid by the hour,General managers,Number of fulltime employees in the earnings statistics,2014,3.0,2.0,1.0,33.33
Regional government,Workers paid by the hour,Employees,STANDARDIZED HOURLY EARNINGS,2014,201.5,211.23,-9.72999999999999,-4.83
Regional government,Workers paid by the hour,Employees,Fringe benefits in DKK per standard hour,2014,0.0,0.0,0.0,
Regional government,Workers paid by the hour,Employees,Pension including ATP in DKK per standard hour,2014,11.7,13.83,-2.130000000000001,-18.21
Regional government,Workers paid by the hour,Employees,Basic earnings in DKK per standard hour,2014,157.45,160.59,-3.140000000000015,-1.99
Regional government,Workers paid by the hour,Employees,"Lower quartile, standardized earnings",2014,161.24,167.51,-6.269999999999982,-3.89
Regional government,Workers paid by the hour,Employees,"Median, standardized hourly earnings",2014,182.33,201.18,-18.849999999999994,-10.34
Regional government,Workers paid by the hour,Employees,"Upper quartile, standardized hourly earnings",2014,225.44,245.3,-19.860000000000014,-8.81
Regional government,Workers paid by the hour,Employees,STANDARDIZED MONTHLY EARNINGS,2014,32306.16,33866.39,-1560.2299999999996,-4.83
Regional government,Workers paid by the hour,Employees,Number of fulltime employees in the earnings statistics,2014,391.0,968.0,-577.0,-147.57
Regional government,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2014,199.15,211.04,-11.889999999999986,-5.97
Regional government,Workers paid by the hour,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2014,0.0,0.0,0.0,
Regional government,Workers paid by the hour,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2014,11.62,13.84,-2.2200000000000006,-19.1
Regional government,Workers paid by the hour,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2014,155.14,160.35,-5.210000000000008,-3.36
Regional government,Workers paid by the hour,"Employees, non-managerial level","Lower quartile, standardized earnings",2014,161.06,167.51,-6.449999999999989,-4.0
Regional government,Workers paid by the hour,"Employees, non-managerial level","Median, standardized hourly earnings",2014,182.02,201.18,-19.159999999999997,-10.53
Regional government,Workers paid by the hour,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2014,224.09,245.3,-21.210000000000008,-9.46
Regional government,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2014,31930.43,33835.53,-1905.0999999999985,-5.97
Regional government,Workers paid by the hour,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2014,388.0,966.0,-578.0,-148.97
Regional government,Fixed salary-earners,General managers,STANDARDIZED HOURLY EARNINGS,2014,520.12,385.23,134.89,25.93
Regional government,Fixed salary-earners,General managers,Fringe benefits in DKK per standard hour,2014,0.3,0.29,0.010000000000000009,3.33
Regional government,Fixed salary-earners,General managers,Pension including ATP in DKK per standard hour,2014,79.62,57.54,22.080000000000005,27.73
Regional government,Fixed salary-earners,General managers,Basic earnings in DKK per standard hour,2014,397.69,309.69,88.0,22.13
Regional government,Fixed salary-earners,General managers,"Lower quartile, standardized earnings",2014,473.4,269.26,204.14,43.12
Regional government,Fixed salary-earners,General managers,"Median, standardized hourly earnings",2014,524.93,321.55,203.37999999999994,38.74
Regional government,Fixed salary-earners,General managers,"Upper quartile, standardized hourly earnings",2014,588.04,502.5,85.53999999999996,14.55
Regional government,Fixed salary-earners,General managers,STANDARDIZED MONTHLY EARNINGS,2014,83390.88,61763.29,21627.590000000004,25.94
Regional government,Fixed salary-earners,General managers,Number of fulltime employees in the earnings statistics,2014,4762.0,6316.0,-1554.0,-32.63
Regional government,Fixed salary-earners,Employees,STANDARDIZED HOURLY EARNINGS,2014,311.85,238.67,73.18000000000004,23.47
Regional government,Fixed salary-earners,Employees,Fringe benefits in DKK per standard hour,2014,0.16,0.07,0.09,56.25
Regional government,Fixed salary-earners,Employees,Pension including ATP in DKK per standard hour,2014,43.43,30.51,12.919999999999998,29.75
Regional government,Fixed salary-earners,Employees,Basic earnings in DKK per standard hour,2014,244.9,192.82,52.08000000000001,21.27
Regional government,Fixed salary-earners,Employees,"Lower quartile, standardized earnings",2014,206.5,195.9,10.599999999999994,5.13
Regional government,Fixed salary-earners,Employees,"Median, standardized hourly earnings",2014,258.91,222.73,36.180000000000035,13.97
Regional government,Fixed salary-earners,Employees,"Upper quartile, standardized hourly earnings",2014,381.8,255.3,126.5,33.13
Regional government,Fixed salary-earners,Employees,STANDARDIZED MONTHLY EARNINGS,2014,49999.37,38266.75,11732.620000000003,23.47
Regional government,Fixed salary-earners,Employees,Number of fulltime employees in the earnings statistics,2014,23055.0,85928.0,-62873.0,-272.71
Regional government,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2014,255.26,226.41,28.849999999999994,11.3
Regional government,Fixed salary-earners,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2014,0.12,0.05,0.06999999999999999,58.33
Regional government,Fixed salary-earners,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2014,33.6,28.25,5.350000000000001,15.92
Regional government,Fixed salary-earners,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2014,203.38,183.03,20.349999999999994,10.01
Regional government,Fixed salary-earners,"Employees, non-managerial level","Lower quartile, standardized earnings",2014,197.35,193.7,3.6500000000000057,1.85
Regional government,Fixed salary-earners,"Employees, non-managerial level","Median, standardized hourly earnings",2014,233.62,219.01,14.610000000000014,6.25
Regional government,Fixed salary-earners,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2014,293.82,246.57,47.25,16.08
Regional government,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2014,40926.07,36299.59,4626.480000000003,11.3
Regional government,Fixed salary-earners,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2014,18293.0,79612.0,-61319.0,-335.2
Municipal government,All forms of pay,General managers,STANDARDIZED HOURLY EARNINGS,2014,337.6,294.16,43.44,12.87
Municipal government,All forms of pay,General managers,Fringe benefits in DKK per standard hour,2014,0.56,0.37,0.19000000000000006,33.93
Municipal government,All forms of pay,General managers,Pension including ATP in DKK per standard hour,2014,48.9,42.03,6.869999999999997,14.05
Municipal government,All forms of pay,General managers,Basic earnings in DKK per standard hour,2014,281.45,247.95,33.5,11.9
Municipal government,All forms of pay,General managers,"Lower quartile, standardized earnings",2014,269.2,245.54,23.659999999999997,8.79
Municipal government,All forms of pay,General managers,"Median, standardized hourly earnings",2014,319.38,276.65,42.73000000000002,13.38
Municipal government,All forms of pay,General managers,"Upper quartile, standardized hourly earnings",2014,382.05,325.47,56.579999999999984,14.81
Municipal government,All forms of pay,General managers,STANDARDIZED MONTHLY EARNINGS,2014,54127.83,47162.8,6965.029999999999,12.87
Municipal government,All forms of pay,General managers,Number of fulltime employees in the earnings statistics,2014,7899.0,14316.0,-6417.0,-81.24
Municipal government,All forms of pay,Employees,STANDARDIZED HOURLY EARNINGS,2014,232.91,215.32,17.590000000000003,7.55
Municipal government,All forms of pay,Employees,Fringe benefits in DKK per standard hour,2014,0.15,0.06,0.09,60.0
Municipal government,All forms of pay,Employees,Pension including ATP in DKK per standard hour,2014,30.52,27.57,2.9499999999999993,9.67
Municipal government,All forms of pay,Employees,Basic earnings in DKK per standard hour,2014,196.02,180.71,15.310000000000002,7.81
Municipal government,All forms of pay,Employees,"Lower quartile, standardized earnings",2014,190.13,182.87,7.259999999999991,3.82
Municipal government,All forms of pay,Employees,"Median, standardized hourly earnings",2014,223.26,211.2,12.060000000000002,5.4
Municipal government,All forms of pay,Employees,"Upper quartile, standardized hourly earnings",2014,262.47,239.11,23.360000000000014,8.9
Municipal government,All forms of pay,Employees,STANDARDIZED MONTHLY EARNINGS,2014,37342.59,34522.56,2820.029999999999,7.55
Municipal government,All forms of pay,Employees,Number of fulltime employees in the earnings statistics,2014,83138.0,273257.0,-190119.0,-228.68
Municipal government,All forms of pay,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2014,221.57,210.72,10.849999999999994,4.9
Municipal government,All forms of pay,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2014,0.1,0.04,0.060000000000000005,60.0
Municipal government,All forms of pay,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2014,28.53,26.73,1.8000000000000007,6.31
Municipal government,All forms of pay,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2014,186.77,176.79,9.980000000000018,5.34
Municipal government,All forms of pay,"Employees, non-managerial level","Lower quartile, standardized earnings",2014,186.68,181.26,5.420000000000016,2.9
Municipal government,All forms of pay,"Employees, non-managerial level","Median, standardized hourly earnings",2014,218.03,208.74,9.289999999999992,4.26
Municipal government,All forms of pay,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2014,253.4,234.09,19.310000000000002,7.62
Municipal government,All forms of pay,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2014,35524.57,33785.33,1739.239999999998,4.9
Municipal government,All forms of pay,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2014,75239.0,258941.0,-183702.0,-244.16
Municipal government,Workers paid by the hour,General managers,STANDARDIZED HOURLY EARNINGS,2014,,,,
Municipal government,Workers paid by the hour,General managers,Fringe benefits in DKK per standard hour,2014,,,,
Municipal government,Workers paid by the hour,General managers,Pension including ATP in DKK per standard hour,2014,,,,
Municipal government,Workers paid by the hour,General managers,Basic earnings in DKK per standard hour,2014,,,,
Municipal government,Workers paid by the hour,General managers,"Lower quartile, standardized earnings",2014,,,,
Municipal government,Workers paid by the hour,General managers,"Median, standardized hourly earnings",2014,,,,
Municipal government,Workers paid by the hour,General managers,"Upper quartile, standardized hourly earnings",2014,,,,
Municipal government,Workers paid by the hour,General managers,STANDARDIZED MONTHLY EARNINGS,2014,,,,
Municipal government,Workers paid by the hour,General managers,Number of fulltime employees in the earnings statistics,2014,3.0,2.0,1.0,33.33
Municipal government,Workers paid by the hour,Employees,STANDARDIZED HOURLY EARNINGS,2014,179.02,175.97,3.0500000000000114,1.7
Municipal government,Workers paid by the hour,Employees,Fringe benefits in DKK per standard hour,2014,0.0,0.0,0.0,
Municipal government,Workers paid by the hour,Employees,Pension including ATP in DKK per standard hour,2014,7.26,8.79,-1.5299999999999994,-21.07
Municipal government,Workers paid by the hour,Employees,Basic earnings in DKK per standard hour,2014,153.5,145.9,7.599999999999994,4.95
Municipal government,Workers paid by the hour,Employees,"Lower quartile, standardized earnings",2014,148.58,146.29,2.2900000000000205,1.54
Municipal government,Workers paid by the hour,Employees,"Median, standardized hourly earnings",2014,174.5,171.1,3.4000000000000057,1.95
Municipal government,Workers paid by the hour,Employees,"Upper quartile, standardized hourly earnings",2014,207.29,198.73,8.560000000000002,4.13
Municipal government,Workers paid by the hour,Employees,STANDARDIZED MONTHLY EARNINGS,2014,28702.88,28212.67,490.21000000000276,1.71
Municipal government,Workers paid by the hour,Employees,Number of fulltime employees in the earnings statistics,2014,2318.0,5963.0,-3645.0,-157.25
Municipal government,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2014,178.94,175.97,2.969999999999999,1.66
Municipal government,Workers paid by the hour,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2014,0.0,0.0,0.0,
Municipal government,Workers paid by the hour,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2014,7.25,8.79,-1.5399999999999991,-21.24
Municipal government,Workers paid by the hour,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2014,153.45,145.9,7.549999999999983,4.92
Municipal government,Workers paid by the hour,"Employees, non-managerial level","Lower quartile, standardized earnings",2014,148.54,146.29,2.25,1.51
Municipal government,Workers paid by the hour,"Employees, non-managerial level","Median, standardized hourly earnings",2014,174.49,171.1,3.390000000000015,1.94
Municipal government,Workers paid by the hour,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2014,207.13,198.75,8.379999999999995,4.05
Municipal government,Workers paid by the hour,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2014,28689.1,28212.52,476.5799999999981,1.66
Municipal government,Workers paid by the hour,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2014,2315.0,5961.0,-3646.0,-157.49
Municipal government,Fixed salary-earners,General managers,STANDARDIZED HOURLY EARNINGS,2014,337.65,294.18,43.46999999999997,12.87
Municipal government,Fixed salary-earners,General managers,Fringe benefits in DKK per standard hour,2014,0.56,0.37,0.19000000000000006,33.93
Municipal government,Fixed salary-earners,General managers,Pension including ATP in DKK per standard hour,2014,48.92,42.03,6.890000000000001,14.08
Municipal government,Fixed salary-earners,General managers,Basic earnings in DKK per standard hour,2014,281.5,247.97,33.53,11.91
Municipal government,Fixed salary-earners,General managers,"Lower quartile, standardized earnings",2014,269.23,245.55,23.680000000000007,8.8
Municipal government,Fixed salary-earners,General managers,"Median, standardized hourly earnings",2014,319.46,276.66,42.799999999999955,13.4
Municipal government,Fixed salary-earners,General managers,"Upper quartile, standardized hourly earnings",2014,382.09,325.47,56.61999999999995,14.82
Municipal government,Fixed salary-earners,General managers,STANDARDIZED MONTHLY EARNINGS,2014,54136.14,47165.26,6970.879999999997,12.88
Municipal government,Fixed salary-earners,General managers,Number of fulltime employees in the earnings statistics,2014,7895.0,14314.0,-6419.0,-81.3
Municipal government,Fixed salary-earners,Employees,STANDARDIZED HOURLY EARNINGS,2014,234.73,216.39,18.340000000000003,7.81
Municipal government,Fixed salary-earners,Employees,Fringe benefits in DKK per standard hour,2014,0.15,0.06,0.09,60.0
Municipal government,Fixed salary-earners,Employees,Pension including ATP in DKK per standard hour,2014,31.31,28.08,3.2300000000000004,10.32
Municipal government,Fixed salary-earners,Employees,Basic earnings in DKK per standard hour,2014,197.46,181.65,15.810000000000002,8.01
Municipal government,Fixed salary-earners,Employees,"Lower quartile, standardized earnings",2014,191.93,184.08,7.849999999999994,4.09
Municipal government,Fixed salary-earners,Employees,"Median, standardized hourly earnings",2014,224.91,212.05,12.859999999999985,5.72
Municipal government,Fixed salary-earners,Employees,"Upper quartile, standardized hourly earnings",2014,263.84,239.99,23.849999999999966,9.04
Municipal government,Fixed salary-earners,Employees,STANDARDIZED MONTHLY EARNINGS,2014,37634.96,34693.17,2941.790000000001,7.82
Municipal government,Fixed salary-earners,Employees,Number of fulltime employees in the earnings statistics,2014,80820.0,267294.0,-186474.0,-230.73
Municipal government,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED HOURLY EARNINGS,2014,223.17,211.72,11.449999999999989,5.13
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Fringe benefits in DKK per standard hour,2014,0.11,0.04,0.07,63.64
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Pension including ATP in DKK per standard hour,2014,29.33,27.24,2.09,7.13
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Basic earnings in DKK per standard hour,2014,188.02,177.67,10.350000000000023,5.5
Municipal government,Fixed salary-earners,"Employees, non-managerial level","Lower quartile, standardized earnings",2014,188.55,182.46,6.090000000000003,3.23
Municipal government,Fixed salary-earners,"Employees, non-managerial level","Median, standardized hourly earnings",2014,219.63,209.58,10.049999999999983,4.58
Municipal government,Fixed salary-earners,"Employees, non-managerial level","Upper quartile, standardized hourly earnings",2014,254.63,234.82,19.810000000000002,7.78
Municipal government,Fixed salary-earners,"Employees, non-managerial level",STANDARDIZED MONTHLY EARNINGS,2014,35781.49,33945.01,1836.479999999996,5.13
Municipal government,Fixed salary-earners,"Employees, non-managerial level",Number of fulltime employees in the earnings statistics,2014,72924.0,252980.0,-180056.0,-246.91
Corporations and organizations,All forms of pay,General managers,STANDARDIZED HOURLY EARNINGS,2014,418.32,345.26,73.06,17.47
Corporations and organizations,All forms of pay,General managers,Fringe benefits in DKK per standard hour,2014,12.78,5.89,6.89,53.91
Corporations and organizations,All forms of pay,General managers,Pension including ATP in DKK per standard hour,2014,50.54,44.69,5.850000000000001,11.57
Corporations and organizations,All forms of pay,General managers,Basic earnings in DKK per standard hour,2014,339.39,283.49,55.89999999999998,16.47
Corporations and organizations,All forms of pay,General managers,"Lower quartile, standardized earnings",2014,268.87,231.44,37.43000000000001,13.92
Corporations and organizations,All forms of pay,General managers,"Median, standardized hourly earnings",2014,360.17,308.05,52.120000000000005,14.47
Corporations and organizations,All forms of pay,General managers,"Upper quartile, standardized hourly earnings",2014,490.62,414.59,76.03000000000003,15.5
Corporations and organizations,All forms of pay,General managers,STANDARDIZED MONTHLY EARNINGS,2014,67069.24,55355.55,11713.690000000002,17.47
Corporations and organizations,All forms of pay,General managers,Number of fulltime employees in the earnings statistics,2014,74325.0,25454.0,48871.0,65.75
Corporations and organizations,All forms of pay,Employees,STANDARDIZED HOURLY EARNINGS,2014,268.13,232.77,35.359999999999985,13.19
Corporations and organizations,All forms of pay,Employees,Fringe benefits in DKK per standard hour,2014,3.31,1.34,1.97,59.52
Corporations and organizations,All forms of pay,Employees,Pension including ATP in DKK per standard hour,2014,31.97,28.59,3.379999999999999,10.57
Corporations and organizations,All forms of pay,Employees,Basic earnings in DKK per standard hour,2014,222.95,197.06,25.889999999999986,11.61
